,date,SPXIndex,MSRUITIndex,MSRUMATIndex,MXWO0ITIndex,MXWO0MTIndex,MXUS0ITIndex,MXEF0ITIndex,MXEF0MTIndex,NU722094Index,NU721934Index,CL1Comdty,LMAHDS03Comdty,LMCADS03Comdty,XAUCurncy,LMNIDS03Comdty,CCMPIndex,NKYIndex,CINDIndex,IXKIndex,XCIIndex,SOXIndex,MSERIndex,NMDPIndex,SZCOMPIndex,KOSPIIndex
9419,2018-04-16,2677.84,105.486,279.033,231.46,273.57,267.15,552.26,418.62,1602.56,1971.09,66.22,2399,6910.5,1345.93,14335,7156.285,21835.53,5717.92,4259.21,2723.98,1332.516,1180.66,2972,1824.772,2457.49
9420,2018-04-17,2706.39,107.179,282.21,235.8426,275.96,272.65,550.26,423.5,1588.69,1949.8,66.52,2405,6877,1347.52,14215,7281.099,21847.59,5820.88,4347.48,2779.24,1357.72,1192.37,3018.57,1784.556,2453.77
9421,2018-04-18,2708.64,107.135,289.038,235.6053,280.27,272.12,556.14,431.3,1600.72,1950.2,68.47,2537,7022,1349.41,15275,7295.236,22158.2,5855.89,4337.19,2768.74,1343.783,1195.86,3042.25,1803.837,2479.98
9422,2018-04-19,2693.13,105.611,288.427,232.9728,279.98,269.02,563.84,434.61,1608.72,1998.91,68.29,2485,6984,1345.53,15075,7238.056,22191.18,5845.24,4276.94,2735.37,1285.881,1194.58,3017.7,1814.636,2486.1
9423,2018-04-20,2670.14,104.859,286.989,229.8627,277.84,265.08,551.16,429.26,1576.8,1950.76,68.38,2469,6992,1336.36,14830,7146.126,22162.24,5766.49,4204.49,2688.5,1270.828,1195.63,3000.55,1778.339,2476.33
9424,2018-04-23,2670.29,104.745,285.545,228.884,276.42,263.98,545.31,426.86,1552.65,1939.85,68.64,2295,6943.5,1324.83,14265,7128.602,22088.04,5754.14,4184.34,2677.63,1253.977,1200.3,3015.59,1764.197,2474.11
9425,2018-04-24,2634.56,105.323,285.698,225.1792,273.6,258.77,537.7,425.28,1556.7,1985.65,67.7,2227,7013,1330.35,13985,7007.353,22278.12,5648.63,4096.54,2626.6,1243.665,1199.54,2995.28,1804.406,2464.14
9426,2018-04-25,2639.4,104.178,280.571,224.4897,271.71,258.35,531.56,418.79,1536.42,1957.99,68.05,2245,7008,1323.13,14145,7003.737,22215.32,5648.88,4090.92,2626.36,1242.194,1191.31,2936.1,1809.26,2448.81
9427,2018-04-26,2666.94,104.808,280.748,228.9909,272.16,264.1,534.89,421.28,1524.22,1930.66,68.19,2275,6965,1316.8,14235,7118.677,22319.61,5728.65,4187.31,2688.74,1268.21,1199.22,2987.18,1770.401,2475.64
9428,2018-04-27,2669.91,105.808,281.452,228.5377,272.32,263.11,542.92,422.57,1545.81,1954.74,68.1,2223,6797,1324,13885,7119.799,22467.87,5737.94,4174.74,2682.84,1258.105,1203.05,3000.85,1776.127,2492.4
9429,2018-04-30,2648.05,105.466,279.444,227.6473,269.99,262,547.55,426.58,1560.74,1995.3,68.57,2255,6807,1315.39,13650,7066.266,,5713.27,4147.08,2665.72,1244.396,1207.29,3008.47,,2515.38
9430,2018-05-01,2654.8,104.597,276.092,230.0995,268.42,265.53,548.23,425.1,1563.88,1993.11,67.25,2260,6745,1303.85,13650,7130.704,22508.03,5741.82,4211.24,2706.74,1265.942,1207.2,,,
9431,2018-05-02,2635.67,105.483,280.17,230.2105,270.16,265.46,545.47,420.01,1560.63,1963.81,67.93,2321.5,6820,1304.96,13980,7100.896,22472.78,5690.69,4220.33,2712.51,1259.423,1214.35,3072.03,1774.899,2505.61
9432,2018-05-03,2629.73,104.738,277.225,230.8464,269.88,266.25,541.07,416.14,1564.63,1945.72,68.43,2269,6827,1312.06,13775,7088.151,,5680.98,4226.3,2717.34,1267.444,1205.26,3064.36,1792.888,2487.25
9433,2018-05-04,2663.42,106.547,279.227,234.8407,272.09,271.27,541.29,416.62,1564.01,1936.33,69.72,2350,6826,1314.5,14025,7209.618,,5765.69,4316.85,2773.51,1296.729,1213,3072.76,1789.068,2461.38
9434,2018-05-07,2672.63,107.433,280.63,236.5617,272.74,273.5,544.91,415.64,1591.55,1959.28,70.73,,,1314.21,,7265.213,22467.16,5809.01,4357.1,2797.29,1308.475,1217.84,3127.75,1822.183,
9435,2018-05-08,2671.92,107.259,278.975,237.317,271.56,274.39,553.32,413.07,1617.2,1982.74,69.06,2357.5,6745,1314.63,13885,7266.902,22508.69,5785.85,4373.94,2804.44,1318.023,1216.33,3121.99,1836.225,2449.81
9436,2018-05-09,2697.79,107.992,282.272,240.1021,274.43,278.11,550,414.92,1604.84,1984.58,71.14,2366,6810,1312.72,13925,7339.905,22408.88,5818.65,4434.38,2842.49,1336.685,1219.31,3146.46,1834.56,2443.98
9437,2018-05-10,2723.07,108.879,284.303,242.8569,276.72,281.55,558.42,420.87,1629.04,2008.13,71.36,2335,6917,1321.6,13880,7404.975,22497.18,5846.47,4495.38,2880.03,1360.725,1220.26,3162.48,1844.038,2464.16
9438,2018-05-11,2727.72,109.411,287.689,242.4641,278.63,280.64,560.78,425.56,1624.75,2011.3,70.7,2288,6942,1319.3,14055,7402.883,22758.48,5838.19,4475.35,2867.24,1350.464,1219.96,3160.04,1825.135,2477.71
9439,2018-05-14,2730.13,110.376,288.118,242.4834,279.64,280.45,563.81,430.29,1643.42,2031.24,70.96,2319,6885,1313.5,14500,7411.315,22865.86,5837.06,4484.24,2868.92,1367.505,1220.95,3158.08,1823.25,2476.11
9440,2018-05-15,2711.45,108.996,285.591,240.1768,277.6,277.84,553.72,425.73,1631.65,2036.87,71.31,2327,6808,1290.53,14425,7351.627,22818.02,5799.93,4435.78,2840.22,1351.096,1220.63,3156.66,1839.878,2458.54
9441,2018-05-16,2722.46,109.018,288.767,240.875,280.41,278.89,556.03,427.16,1638.25,2035.91,71.49,2315.5,6826,1290.73,14475,7398.295,22717.23,5844.99,4461.24,2850.51,1370.096,1218.85,3165.47,1832.265,2459.82
9442,2018-05-17,2720.13,109.644,290.888,239.9828,282.02,277.53,554.04,425.06,1627.97,2008.37,71.49,2293,6879,1290.79,14595,7382.473,22838.37,5840.48,4443.03,2833.52,1364.867,1228.26,3189.51,1822.698,2448.45
9443,2018-05-18,2712.97,109.103,288.664,239.0803,281.19,276.4,550.59,421.84,1605.53,2029.63,71.28,2270,6855,1293.04,14750,7354.339,22930.36,5828.67,4411.88,2816.5,1345.196,1222.13,3202.37,1828.786,2460.65
9444,2018-05-21,2733.01,109.548,289.802,240.7479,281.97,278.66,552.3,419.53,1613,2039.2,72.24,2280,6879,1292.6,14675,7394.036,23002.37,5861.06,4445.5,2843.44,1359.338,1222.75,,1848.063,2465.57
9445,2018-05-22,2724.44,109.758,291.88,240.1456,281.85,277.83,551.65,420.45,1612.37,2040.14,72.13,2270,6979,1291.14,14780,7378.455,22960.34,5836.49,4437.58,2836.71,1366.973,1227.89,3204.91,1855.159,
9446,2018-05-23,2733.29,108.194,284.206,241.7404,278.38,280.22,555.66,413.87,1602.44,1998.56,71.84,2270,6867,1293.41,14650,7425.956,22689.74,5871.99,4479.48,2863.97,1373.95,1212.51,3179.35,1834.717,2471.91
9447,2018-05-24,2727.76,108.689,283.14,241.5725,277.35,279.95,556.39,415.95,1596.35,1988.27,70.71,2281,6880,1304.63,14900,7424.429,22437.01,5874.78,4476.32,2859.04,1378.717,1205.85,3180.95,1827.055,2466.01
9448,2018-05-25,2721.33,109.375,282.062,241.6606,275.75,279.95,560.6,412.94,1589.15,1970.61,67.88,2263,6885,1302.25,14780,7433.854,22450.79,5882.51,4484.85,2861.33,1390.836,1204.6,3206.12,1810.032,2460.8
9972,2018-05-28,,108.754,280.296,241.5562,274.62,,560.77,414.07,1593.44,1963.59,,,,1299.04,,,22481.09,,,,,1195.16,3222.61,1806.082,2478.96
9449,2018-05-29,2689.86,106.98,275.81,239.882,270.99,278.1,556.48,408.52,1595.73,1949.39,66.73,2275,6860,1298.77,14905,7396.594,22358.43,5864.58,4464.53,2848.74,1380.917,1176.48,3166.82,1786.71,2457.25
9450,2018-05-30,2724.01,107.681,278.284,241.3863,272.72,280.16,547.7,404.32,1581.38,1901.1,68.21,2270,6840,1301.38,15130,7462.454,22018.52,5919.72,4492.95,2868.23,1389.913,1181.42,3183.66,1736.337,2409.03
9451,2018-05-31,2705.27,107.949,278.895,241.582,272.67,280.13,553.11,405.78,1584.77,1890.73,67.04,2292,6852,1298.51,15220,7442.117,22201.82,5877.44,4499.67,2869.25,1378.996,1171.45,3176.41,1767.55,2423.01
9452,2018-06-01,2734.62,109.016,282.57,245.6728,275.39,285.62,560.7,410.31,1567.78,1880.26,65.81,2305,6896,1293.4,15445,7554.332,22171.35,5929.89,4591.04,2928.07,1411.306,1184.96,3181.6,1746.331,2438.96
9453,2018-06-04,2746.87,109.65,283.94,247.6066,277.31,287.95,570.42,416.95,1570.91,1912.61,64.75,2314,6975,1292.02,15485,7606.459,22475.94,5978.89,4630.54,2946.64,1422.673,1189.9,3210.54,1747.956,2447.76
9454,2018-06-05,2748.8,111.185,284.617,248.8873,278.05,289.3,571.81,417.39,1591.8,1915.64,65.52,2312,7099,1296.4,15750,7637.863,22539.54,6015.16,4650.73,2958.8,1428.508,1187.09,3234.25,1777.726,2453.76
9455,2018-06-06,2772.35,112.318,290.527,250.215,283.28,290.9,575.89,421.03,1619.5,1950.24,64.73,2345,7220,1296.4,15635,7689.243,22625.73,6069.84,4662.29,2969.03,1437.941,1188.51,3244.98,1779.145,
9456,2018-06-07,2770.37,112.934,289.827,247.9863,282.9,287.61,575.53,420.58,1615.62,1952.95,65.95,2312,7332,1297.18,15520,7635.07,22823.26,6051.87,4612.51,2938.68,1424.336,1187.57,3226.21,1767.963,2470.58
9457,2018-06-08,2779.03,112.603,287.243,248.0959,281.77,287.75,566.99,414.2,1592.6,1936.07,65.74,2299,7312,1298.17,15420,7645.511,22694.5,6069.9,4607.01,2937.57,1412.287,1183.45,3219.11,1751.4,2451.58
9458,2018-06-11,2782,113.777,290.618,248.1763,282.96,287.74,569.54,417.71,1596.29,1942.28,66.1,2301,7255,1300.49,15290,7659.925,22804.04,6096.39,4611.62,2938.77,1408.991,1193.96,3257.25,1741.175,2470.15
9459,2018-06-12,2786.85,113.469,288.258,249.4634,281.71,289.52,569.72,416.01,1606.76,1932.39,66.36,2302,7222,1295.97,15210,7703.794,22878.35,6145.72,4636.2,2953.78,1416.368,1192.38,3284.67,1759.159,2468.83
9460,2018-06-13,2775.63,115.128,289.6,249.152,280.84,288.94,569.11,414.63,1562.11,1899.45,66.64,2275,7257,1299.31,15625,7695.699,22966.38,6158.6,4623.74,2946.95,1414.481,1193.72,3324.37,1731.428,
9461,2018-06-14,2782.49,115.897,289.136,250.4213,280.22,290.73,563.36,411.42,1553.68,1895.1,66.89,2256,7177,1302.25,15285,7761.042,22738.61,6230.05,4662.46,2963.87,1423.123,1208.05,3369.88,1721.89,2423.48
9462,2018-06-15,2779.66,114.67,283.038,249.5042,276.5,289.58,560.13,403.74,1537.65,1874.5,65.06,2204,7020,1278.94,15185,7746.378,22851.75,6243.07,4638.48,2944.72,1422.037,1200.84,3282.93,1691.648,2404.04
9463,2018-06-18,2773.75,113.626,280.911,249.7119,274.44,290.34,555.91,400.03,1536.34,1873.17,65.85,2219.5,6964,1278.32,14975,7747.025,22680.33,6235.93,4650.49,2950.35,1407.905,1188.54,3267.1,,2376.24
9464,2018-06-19,2762.59,111.589,274.503,247.6545,268.98,288.22,543.79,391.19,1454.53,1787.27,65.07,2171,6840,1274.66,14655,7725.585,22278.48,6236.21,4612.66,2928.72,1391.581,1178.21,3214.35,1594.045,2340.11
9465,2018-06-20,2767.32,112.369,274.933,248.5805,268.8,289.2,547.94,394.38,1471.32,1767.94,66.22,2166,6773,1267.86,14975,7781.515,22555.43,6285.65,4644.77,2937.76,1398.599,1178.92,3254.27,1612.601,2363.91
9466,2018-06-21,2749.76,111.379,272.89,246.6903,267.18,286.84,542.92,389.74,1439.65,1752.01,65.54,2179,6786,1267.19,14990,7712.952,22693.04,6231.13,4601.19,2915.37,1381.008,1166.41,3220.9,1578.332,2337.83
9467,2018-06-22,2754.88,111.538,276.818,245.7923,270.06,285.66,544.2,393.48,1456.98,1764.2,68.58,2175,6789,1270.56,15265,7692.817,22516.83,6230.89,4576.65,2907.49,1371.001,1177.27,3223.98,1597.391,2357.22
9468,2018-06-25,2717.07,108.564,269.894,240.2636,265.91,279.07,528.94,390.59,1424.09,1710.9,68.08,2155,6755,1265.64,14730,7532.006,22338.15,6106.76,4464.4,2843.01,1328.04,1153.28,3139.21,1587.306,2357.88
9469,2018-06-26,2723.06,108.843,270.003,241.2195,266.31,280.4,527.76,390.61,1426,1676.97,70.53,2157.5,6713,1259.04,14785,7561.627,22342,6140.67,4486.04,2860.13,1333.401,1152.92,3160.49,1596.172,2350.92
9470,2018-06-27,2699.63,108.869,272.032,237.9943,266.65,276.23,520.81,384.62,1369.02,1623.72,72.76,2176,6692.5,1252.35,14880,7445.085,22271.77,6056.36,4415.3,2821.05,1300.506,1161.81,3141.89,1575.574,2342.03
9471,2018-06-28,2716.31,106.19,267.957,239.8548,265.46,279.23,518.28,382.18,1371.39,1609,73.45,2155,6623,1248.25,14785,7503.683,22270.39,6109.14,4455.33,2846.1,1311.641,1151.6,3049.91,1556.824,2314.24
9472,2018-06-29,2718.37,108.558,273.186,240.2931,268.37,279.29,527.34,391.28,1433.02,1669.06,74.15,2133,6626,1252.6,14900,7510.304,22304.51,6109.17,4455.1,2843.64,1313.704,1161.32,3101.27,1607.621,2326.13
9473,2018-07-02,2726.71,106.751,267.637,241.9617,264.96,282.17,523.98,384.24,1426.66,1658.27,73.94,2098,6523,1242.04,14550,7567.687,21811.93,6133.23,4504.46,2878.56,1321.814,1152.96,3071.81,1582.263,2271.54
9474,2018-07-03,2713.22,107.369,268.216,239.414,264.65,278.46,522.87,384.34,1416.49,1615.68,74.14,2080,6491,1252.73,14445,7502.673,21785.54,6098.65,4435.98,2835.67,1297.709,1162.94,3111.2,1594.241,2272.76
9973,2018-07-04,,106.298,265.651,238.9656,263.61,,521.38,383.56,1375.27,1579.04,,2089,6386,1254.99,14145,,21717.04,,,,,1164.03,3106.05,1563.004,2265.46
9475,2018-07-05,2736.61,108.101,270.664,242.0638,266.23,282.48,519.95,385.3,1356.32,1548.32,72.94,2080,6345,1257.91,14195,7586.426,21546.99,6147.93,4505.94,2875.92,1332.96,1174.59,3159.63,1528.672,2257.55
9476,2018-07-06,2759.82,108.869,273.283,245.0755,268.58,285.99,523.64,385.8,1364.27,1554.21,73.8,2080,6282,1255.48,13945,7688.387,21788.14,6207.44,4571.32,2916.21,1349.189,1177.51,3180.28,1535.983,2272.87
9477,2018-07-09,2784.17,110.084,276.033,247.2182,271.25,288.3,533.23,391.47,1400.45,1607.91,73.85,2121,6390,1257.68,14065,7756.201,22052.18,6260.63,4612.92,2940.13,1358.03,1182.21,3200.05,1574.541,2285.8
9478,2018-07-10,2793.84,111.166,275.76,248.0091,272.09,288.96,531.83,392.74,1392.98,1635.39,74.11,2090,6332.5,1255.54,14155,7759.198,22196.89,6267.21,4619.7,2946.61,1372.255,1186.73,3239.09,1585.778,2294.16
9479,2018-07-11,2774.02,109.584,269.7,246.5036,266.81,287.51,525.49,387.86,1372.9,1594.37,70.38,2060,6145,1241.96,13880,7716.611,21932.21,6255.73,4581.14,2923.49,1336.71,1169.88,3219.26,1554.618,2280.62
9480,2018-07-12,2798.29,110.789,270.351,250.4514,266.92,292.71,527.94,388.37,1428.3,1618.93,70.33,2042,6228,1247.39,14195,7823.916,22187.96,6323.46,4667.78,2974.16,1346.205,1178.11,3258.2,1597.166,2285.06
9481,2018-07-13,2801.31,111.116,270.41,250.5615,267.23,292.52,532.88,389.05,1436.9,1618.92,71.01,2031,6237,1244.32,13975,7825.976,22597.35,6336.9,4674.13,2976.31,1340.834,1181.45,3253.35,1604.452,2310.9
9482,2018-07-16,2798.43,111.325,270.29,249.8579,266.25,291.53,531.33,384.26,1451.17,1593.83,68.06,2055,6192,1240.93,13670,7805.719,,6320.88,4657.32,2969.38,1339.241,1179.77,3274.51,1602.839,2301.99
9483,2018-07-17,2809.55,111.751,272.795,251.6877,268.14,293.93,530.18,385.72,1426.05,1589.86,68.08,2032,6152,1227.54,13490,7855.118,22697.36,6344.81,4701.77,2991.6,1358.989,1183.83,3283.51,1600.079,2297.92
9484,2018-07-18,2815.62,114.562,274.766,251.9365,269.42,293.69,530.58,386.32,1420.57,1573.89,68.76,2027,6150,1227.51,13615,7854.444,22794.19,6338.43,4694.12,2981.6,1369.462,1192.38,3313.99,1588.117,2290.11
9485,2018-07-19,2804.49,112.885,270.901,251.1007,267.1,292.79,528.39,381.25,1409.29,1566.78,69.46,2001,6065,1222.97,13340,7825.296,22764.68,6302.67,4676.84,2977.32,1365.817,1187.27,3305.62,1575.583,2282.29
9486,2018-07-20,2801.83,113.528,269.951,251.3999,266.59,292.97,532.62,381.91,1410.25,1575.46,70.46,2029,6147.5,1229.53,13530,7820.198,22697.88,6281.03,4684.24,2983.39,1359.185,1182.87,3317.01,1593.302,2289.19
9487,2018-07-23,2806.98,112.847,268.735,252.2197,264.96,294.36,529.18,385.62,1411.02,1607.12,67.89,2069,6130,1224.5,13400,7841.873,22396.99,6264.49,4714.1,3001,1361.378,1180.53,3331.67,1601.693,2269.31
9488,2018-07-24,2820.4,113.135,275.663,253.193,269.69,295.47,530.41,396.04,1423.21,1693.34,68.52,2084.5,6295,1224.52,13600,7840.768,22510.48,6251.06,4732.16,3016.18,1346.578,1189.8,3352.62,1625.839,2280.2
9489,2018-07-25,2846.07,112.078,273.492,256.3695,270.34,299.86,537.11,400.31,1439.55,1702.96,69.3,2062,6290,1231.63,13680,7932.239,22614.25,6322.04,4798.68,3059.59,1353.15,1184.02,3357.06,1624.716,2273.03
9490,2018-07-26,2837.44,112.252,275.634,253.1644,271.73,295.4,536.45,404.16,1412.44,1689.56,69.61,2067,6291,1222.69,13775,7852.185,22586.87,6294.24,4710.75,2977.86,1378.418,1195.84,3383.5,1609.729,2289.06
9491,2018-07-27,2818.82,112.248,276.244,248.7595,272.26,289.48,535.54,407.49,1410.79,1707.89,68.69,2071,6297,1224.22,13860,7737.419,22712.75,6240.85,4619.42,2918.19,1372.236,1201.55,3399.54,1599.083,2294.99
9492,2018-07-30,2802.6,111.161,276.137,244.541,271.76,284.22,528.91,410.04,1392.99,1724.81,70.13,2094,6250,1221.45,13860,7630.004,22544.84,6155.69,4542.03,2875.1,1358.56,1196.94,3360.48,1576.793,2293.51
9493,2018-07-31,2816.29,110.548,277.297,244.8931,273.26,285.06,525.13,410.92,1345.71,1712.5,68.76,2081,6300,1224.15,14030,7671.789,22553.72,6185.45,4557.82,2883.86,1367.475,1199.94,3333.66,1576.408,2295.26
9494,2018-08-01,2813.36,109.899,274.944,246.9766,271.98,287.83,523.79,409.01,1343.77,1691.51,67.66,2052,6172,1215.96,13590,7707.286,22746.7,6174.27,4608.46,2917.86,1365.112,1194.69,3341.41,1549.281,2307.07
9495,2018-08-02,2827.22,109.381,269.089,249.9687,268.39,292.04,513.73,402.99,1313.61,1659.1,68.96,2036,6139.5,1207.83,13330,7802.685,22512.53,6243.01,4679.62,2963.93,1378.831,1182.83,3327.93,1512.045,2270.2
9496,2018-08-03,2840.35,109.667,270.833,250.6422,269.71,292.89,516.42,405.42,1283.17,1620.49,68.49,2028,6206,1214.9,13550,7812.015,22525.18,6258.51,4692.52,2978.11,1381.636,1188.59,3370.19,1486.058,2287.68
9497,2018-08-06,2850.4,109.529,267.562,251.8054,268.61,294.71,515.62,404.32,1267.87,1600.35,69.01,2043,6133,1207.64,13685,7859.678,22507.32,6298.6,4725.29,3001.72,1389.224,1187.77,3388.37,1455.088,2286.5
9498,2018-08-07,2858.45,109.421,270.605,252.6597,269.68,295.64,518.52,408.37,1301.97,1653.14,69.17,2038,6175,1210.97,13850,7883.664,22662.74,6320.96,4736.41,3007.19,1400.002,1194.53,3374.26,1495.053,2300.16
9499,2018-08-08,2857.7,110.119,269.764,253.5092,269.19,296.46,520.7,407.7,1298.11,1661.7,66.94,2106,6173,1213.88,14050,7888.326,22644.31,6318.65,4749,3016.5,1403.767,1191.66,3375.45,1466.697,2301.45
9500,2018-08-09,2853.58,109.876,269.462,253.5765,269.65,296.57,522.24,404.51,1341.1,1677.13,66.81,2078,6225,1212.47,13885,7891.782,22598.39,6330.56,4747.61,3012.82,1389.059,1192.26,3396.45,1505.637,2303.71
9501,2018-08-10,2833.28,107.158,261.531,251.2383,264.06,294.26,516.26,397.41,1342.48,1652.89,67.63,2105,6190,1210.57,13820,7839.11,22298.08,6305.57,4699.96,2985.01,1354.8,1170.95,3369.17,1515.964,2282.79
9502,2018-08-13,2821.93,107.608,261.285,250.4769,261.53,293.76,506.13,391.4,1327.68,1629.34,67.2,2082,6153.5,1193.5,13555,7819.706,21857.43,6287.27,4691.23,2980.86,1356.754,1166.43,3384.93,1520.711,2248.45
9503,2018-08-14,2839.96,107.252,260.214,251.9835,262.14,295.54,500.35,393.61,1265.31,1620.07,67.04,2070,6044,1194.09,13425,7870.895,22356.08,6335.13,4714.22,2999.08,1354.186,1165.94,3367.96,1513.899,2258.91
9504,2018-08-15,2818.37,104.554,251.577,249.0315,255.95,292.34,492.62,384.82,1222.15,1557.35,65.01,2025,5801,1174.85,12850,7774.118,22204.22,6246.53,4658.27,2970.68,1334.859,1149.62,3274.82,1481.824,
9505,2018-08-16,2840.69,106.861,255.477,249.8976,257.63,293.15,488.73,382.3,1215.24,1551.6,65.46,2048,5938,1174.16,13325,7806.524,22192.04,6276.55,4659.12,2973.76,1333.092,1154.81,3351.7,1467.116,2240.8
9506,2018-08-17,2850.13,106.784,255.016,250.446,258.59,293.77,493.11,383.06,1214.6,1531.05,65.91,2030,5926,1184.25,13480,7816.33,22270.38,6282.49,4663.49,2980.8,1323.415,1152.87,3345.75,1442.382,2247.05
9507,2018-08-20,2857.05,107.99,257.965,250.383,260.61,293.4,498.59,387.96,1231.77,1569.94,66.43,2055,5991.5,1190.48,13560,7821.006,22199,6303.86,4652.5,2971.33,1322.099,1160.62,3394.18,1451.072,2247.88
9508,2018-08-21,2862.96,109.11,260.112,250.7818,261.65,293.72,504.77,392.12,1268.13,1611.24,67.35,2054.5,6045,1195.99,13560,7859.173,22219.73,6347.91,4666.78,2974.89,1348.283,1166.6,3395.01,1471.279,2270.06
9509,2018-08-22,2861.82,109.798,262.521,252.1463,262.45,295.22,509.71,393.26,1267.06,1607.27,67.86,2065,6005,1195.8,13525,7889.097,22362.55,6364.41,4690.02,2989.45,1354.525,1167.98,3406.19,1454.52,2273.33
9510,2018-08-23,2856.98,110.444,261.159,252.5804,260.71,295.77,508.01,392.78,1277.19,1600.7,67.83,2075,5986.5,1185.56,13275,7878.458,22410.82,6341.88,4696.64,2994.13,1356.135,1166.67,3443.9,1463.695,2282.6
9511,2018-08-24,2874.69,111.851,264.385,255.4784,263.52,299.23,507.44,395.22,1268,1589.03,68.72,2095,6105,1205.35,13415,7945.975,22601.77,6398.79,4750.52,3018.75,1375.882,1169.2,3467.94,1460.331,2293.21
9512,2018-08-27,2896.74,113.638,267.118,258.1134,266.91,302.01,516.88,402.69,1308.1,1625.5,68.87,,,1211.38,,8017.895,22799.64,6436.39,4805.06,3052.18,1397.456,1179.24,3525.33,1496.712,2299.3
9513,2018-08-28,2897.52,113.559,269.796,258.6477,268,302.73,519.45,402.17,1305.69,1630.21,68.53,2133.5,6147,1201,13675,8030.039,22813.47,6435.01,4816.94,3056.18,1402.947,1177.53,3519.76,1497.698,2303.12
9514,2018-08-29,2914.04,113.565,270.545,260.9393,268.98,305.79,522.44,401.79,1308.04,1634.95,69.51,2172,6086,1206.6,13500,8109.688,22848.22,6516.73,4862.46,3087.88,1406.378,1180.46,3533.07,1489.287,2309.03
9515,2018-08-30,2901.13,112.956,268.731,260.2636,266.81,304.86,521.42,397.04,1284.43,1609.23,70.25,2132,6066,1199.98,13285,8088.363,22869.5,6482.54,4853.52,3087.78,1393.166,1172.9,3516.42,1467.182,2307.35
9516,2018-08-31,2901.52,112.011,264.969,260.5119,264.17,305.28,516.56,397.45,1289.74,1593.21,69.8,2125,5975,1201.15,12800,8109.537,22865.15,6508.29,4859.15,3093.82,1401.203,1160.5,3509.77,1451.385,2322.88
9974,2018-09-03,,112.432,264.812,260.368,263.38,,511.56,394.6,1279.66,1576.97,,2097,5967,1201.27,12790,,22707.38,,,,,1161.24,3530.57,1448.928,2307.03
9517,2018-09-04,2896.72,110.233,259.339,259.4192,259.67,304.53,512.18,389.27,1306.45,1589.07,69.87,2062,5815,1191.52,12470,8091.246,22696.9,6512.39,4837.23,3078.06,1410.931,1150.76,3489.69,1465.787,2315.72
9518,2018-09-05,2888.6,107.385,258.374,255.2585,259.07,299.76,501.97,384.18,1272.97,1545.12,68.72,2068,5871,1196.73,12440,7995.172,22580.83,6434.29,4762.74,3033.85,1403.823,1136.1,3396.97,1442.254,2291.77
9519,2018-09-06,2878.05,106.374,256.234,253.2269,258.13,297.45,493.53,384.71,1257.22,1540.37,67.77,2040,5927.5,1199.98,12445,7922.726,22487.94,6397.77,4706,2999.8,1366.347,1129.39,3383.69,1431.862,2287.61
9520,2018-09-07,2871.68,106.692,254.334,252.3955,256.48,296.56,492.49,387.28,1244.45,1543.74,67.75,2070,5933,1196.93,12355,7902.542,22307.06,6393.57,4691.17,2988.03,1360.768,1129.35,3417.49,1433.364,2281.58
9521,2018-09-10,2877.13,107.332,254.456,253.2643,256.29,297.55,486.08,381.17,1206.05,1483.07,67.54,2095,5910,1195.88,12410,7924.16,22373.09,6408.54,4701.7,2995.71,1375.741,1135.32,3400.51,1406.921,2288.66
9522,2018-09-11,2887.89,106.976,253.483,255.0967,255.88,300,483.82,375.87,1191.77,1455.08,69.25,2044,5859,1198.59,12230,7972.474,22664.69,6465.24,4738.81,3020.48,1361.888,1134.89,3392.61,1409.339,2283.2
9523,2018-09-12,2888.92,106.628,255.961,253.8464,257.05,298.65,484.04,379.41,1188.68,1450.63,70.37,2064,5997,1206.24,12620,7954.229,22604.61,6494.77,4703.11,2999.48,1346.021,1140.04,3392.58,1403.602,2282.92
9524,2018-09-13,2904.18,107.673,258.337,256.3271,258.73,301.98,489.14,384.07,1223.77,1503.61,68.59,2064,6033,1201.47,12605,8013.71,22821.32,6515.4,4765.28,3033.82,1362.201,1141.86,3359.98,1413.567,2286.23
9525,2018-09-14,2904.98,108.665,259.689,256.8589,259.93,302.1,498.65,387.93,1232.76,1513.01,68.99,2043,5973,1194.85,12655,8010.043,23094.67,6494.14,4767.72,3037.9,1377.306,1146.2,3411.2,1402.51,2318.25
9526,2018-09-17,2888.8,108.013,260.554,253.514,260.89,297.71,488.37,385.44,1205.5,1492.83,68.91,2032,5945,1201.46,12240,7895.792,,6404.29,4687.3,2995.14,1357.477,1146.72,3403,1380.976,2303.01
9527,2018-09-18,2904.31,109.009,262.552,255.1128,262.53,299.49,485.97,389.77,1223.29,1530.53,69.85,2035,6086,1198.36,12400,7956.107,23420.54,6468.69,4716.55,3009.51,1368.867,1151.06,3405.26,1404.149,2308.98
9528,2018-09-19,2907.95,108.296,267.696,254.9023,266.78,298.99,494.25,393.31,1247.43,1554.95,71.12,2026,6121,1204.04,12510,7950.038,23672.52,6459.49,4712.31,3009.9,1371.684,1155.58,3362.63,1423.22,2308.46
9529,2018-09-20,2930.75,109.005,272.856,257.5469,270.01,302.42,498.79,395.48,1244.87,1571.08,70.8,2043,6082,1207.18,12625,8028.232,23674.93,6508.43,4768.56,3046.84,1387.673,1166.17,3306.24,1420.019,2323.45
