,date,KRX_close,KRX_vol,KRX_change,hynix_close,hynix_vol,hynix_change
1156,2009-03-03,751.36,"32,501,600",1.67,"8,320","12,885,157",2.21
1157,2009-03-04,779.92,"29,515,400",3.8,"8,650","13,294,050",3.97
1158,2009-03-05,798.67,"37,709,600",2.4,"8,270","12,913,454",-4.39
1159,2009-03-06,819.16,"43,666,600",2.57,"8,330","11,385,447",0.73
1160,2009-03-07,,,,,,
1161,2009-03-08,,,,,,
1162,2009-03-09,844.7,"29,209,900",3.12,"8,220","11,887,133",-1.32
1163,2009-03-10,830.61,"31,624,400",-1.67,"8,130","14,995,779",-1.09
1164,2009-03-11,849.21,"42,823,300",2.24,"8,210","22,029,442",0.98
1165,2009-03-12,857.91,"47,282,300",1.02,"8,590","29,010,150",4.63
1166,2009-03-13,857.21,"60,025,600",-0.08,"9,340","44,218,387",8.73
1167,2009-03-14,,,,,,
1168,2009-03-15,,,,,,
1169,2009-03-16,840.38,"38,418,700",-1.96,"8,880","24,746,478",-4.93
1170,2009-03-17,870.56,"32,296,500",3.59,"9,400","18,626,330",5.86
1171,2009-03-18,878.28,"36,121,700",0.89,"9,830","22,326,193",4.57
1172,2009-03-19,873.45,"25,333,600",-0.55,"9,740","14,817,067",-0.92
1173,2009-03-20,881.06,"21,885,800",0.87,"9,580","14,038,867",-1.64
1174,2009-03-21,,,,,,
1175,2009-03-22,,,,,,
1176,2009-03-23,905.53,"34,777,300",2.78,"10,300","20,927,884",7.52
1177,2009-03-24,906.34,"31,835,000",0.09,"10,400","17,417,646",0.97
1178,2009-03-25,909.86,"32,760,300",0.39,"10,200","19,992,556",-1.92
1179,2009-03-26,960.31,"72,497,800",5.54,"11,700","42,897,076",14.71
1180,2009-03-27,964.49,"86,052,900",0.44,"12,000","55,606,535",2.56
1181,2009-03-28,,,,,,
1182,2009-03-29,,,,,,
1183,2009-03-30,963.21,"52,876,000",-0.13,"12,400","35,157,932",3.33
1184,2009-03-31,984.47,"49,063,900",2.21,"12,350","30,767,790",-0.4
1185,2009-04-01,990.48,"52,321,200",0.61,"12,250","37,850,694",-0.81
1186,2009-04-02,"1,013.45","48,221,500",2.32,"12,700","31,025,939",3.67
1187,2009-04-03,997.67,"30,604,300",-1.56,"12,600","17,144,425",-0.79
1188,2009-04-04,,,,,,
1189,2009-04-05,,,,,,
1190,2009-04-06,"1,020.36","74,721,000",2.27,"14,150","52,769,400",12.3
1191,2009-04-07,"1,026.50","63,674,800",0.6,"14,300","46,647,621",1.06
1192,2009-04-08,998.48,"43,046,500",-2.73,"14,000","26,324,884",-2.1
1193,2009-04-09,"1,037.02","82,485,000",3.86,"14,100","63,044,100",0.71
1194,2009-04-10,"1,071.77","52,999,400",3.35,"13,500","29,031,077",-4.26
1195,2009-04-11,,,,,,
1196,2009-04-12,,,,,,
1197,2009-04-13,"1,094.41","65,953,700",2.11,"13,400","39,786,234",-0.74
1198,2009-04-14,"1,089.85","46,676,000",-0.42,"13,850","27,023,873",3.36
1199,2009-04-15,"1,085.89","50,563,800",-0.36,"13,450","28,194,119",-2.89
1200,2009-04-16,"1,087.17","37,736,300",0.12,"13,250","16,621,687",-1.49
1201,2009-04-17,"1,100.83","68,183,300",1.26,"14,400","46,113,677",8.68
1202,2009-04-18,,,,,,
1203,2009-04-19,,,,,,
1204,2009-04-20,"1,099.10","35,467,800",-0.16,"14,550","20,895,627",1.04
1205,2009-04-21,"1,119.03","32,714,100",1.81,"14,500","17,295,630",-0.34
1206,2009-04-22,"1,165.01","77,155,000",4.11,"16,650","54,439,888",14.83
1207,2009-04-23,"1,164.64","62,816,900",-0.03,"15,850","45,232,886",-4.8
1208,2009-04-24,"1,110.94","42,697,300",-4.61,"15,100","26,270,469",-4.73
1209,2009-04-25,,,,,,
1210,2009-04-26,,,,,,
1211,2009-04-27,"1,095.64","29,834,800",-1.38,"15,350","17,993,922",1.66
1212,2009-04-28,"1,045.18","33,657,300",-4.61,"14,000","21,960,962",-8.79
1213,2009-04-29,"1,088.40","29,398,700",4.14,"14,600","17,081,322",4.29
1214,2009-04-30,"1,096.11","25,858,700",0.71,"14,400","15,580,272",-1.37
1215,2009-05-01,,,,,,
1216,2009-05-02,,,,,,
1217,2009-05-03,,,,,,
1218,2009-05-04,"1,106.54","26,978,500",0.95,"14,950","17,371,268",3.82
1219,2009-05-05,,,,,,
1220,2009-05-06,"1,094.88","30,695,700",-1.05,"14,750","17,761,105",-1.34
1221,2009-05-07,"1,083.15","35,293,300",-1.07,"14,050","24,593,485",-4.75
1222,2009-05-08,"1,090.52","24,995,000",0.68,"13,900","15,656,645",-1.07
1223,2009-05-09,,,,,,
1224,2009-05-10,,,,,,
1225,2009-05-11,"1,096.89","31,238,000",0.58,"14,200","20,016,386",2.16
1226,2009-05-12,"1,108.11","29,926,200",1.02,"14,550","17,349,902",2.46
1227,2009-05-13,"1,107.91","28,226,900",-0.02,"13,950","16,636,143",-4.12
1228,2009-05-14,"1,086.82","24,194,200",-1.9,"13,850","14,802,659",-0.72
1229,2009-05-15,"1,114.84","34,529,200",2.58,"13,300","16,828,722",-3.97
1230,2009-05-16,,,,,,
1231,2009-05-17,,,,,,
1232,2009-05-18,"1,118.31","28,209,900",0.31,"13,400","12,031,276",0.75
1233,2009-05-19,"1,154.49","45,280,100",3.24,"14,550","28,290,828",8.58
1234,2009-05-20,"1,171.45","23,211,800",1.47,"14,500","10,267,177",-0.34
1235,2009-05-21,"1,154.24","41,177,700",-1.47,"13,450","20,981,896",-7.24
1236,2009-05-22,"1,152.98","38,856,500",-0.11,"12,650","23,876,041",-5.95
1237,2009-05-23,,,,,,
1238,2009-05-24,,,,,,
1239,2009-05-25,"1,152.15","40,117,500",-0.07,"12,650","25,830,440",0.0
1240,2009-05-26,"1,137.13","39,172,300",-1.3,"12,000","26,447,941",-5.14
1241,2009-05-27,"1,112.49","65,322,500",-2.17,"11,500","49,801,818",-4.17
1242,2009-05-28,"1,140.25","41,206,500",2.5,"12,550","28,836,037",9.13
1243,2009-05-29,"1,138.87","31,939,400",-0.12,"12,900","24,124,960",2.79
1244,2009-05-30,,,,,,
1245,2009-05-31,,,,,,
1246,2009-06-01,"1,146.13","21,416,700",0.64,"12,750","9,924,471",-1.16
1247,2009-06-02,"1,139.60","26,766,200",-0.57,"12,700","15,303,063",-0.39
1248,2009-06-03,"1,139.23","25,324,900",-0.03,"13,350","16,455,705",5.12
1249,2009-06-04,"1,114.64","29,566,100",-2.16,"13,500","19,556,966",1.12
1250,2009-06-05,"1,133.54","30,385,700",1.7,"14,050","19,456,585",4.07
1251,2009-06-06,,,,,,
1252,2009-06-07,,,,,,
1253,2009-06-08,"1,121.42","21,046,100",-1.07,"13,650","12,372,726",-2.85
1254,2009-06-09,"1,078.85","28,021,700",-3.8,"12,900","19,344,803",-5.49
1255,2009-06-10,"1,105.48","16,571,500",2.47,"13,250","9,683,737",2.71
1256,2009-06-11,"1,093.31","21,896,100",-1.1,"12,900","13,039,695",-2.64
1257,2009-06-12,"1,109.86","15,074,800",1.51,"12,950","8,633,675",0.39
1258,2009-06-13,,,,,,
1259,2009-06-14,,,,,,
1260,2009-06-15,"1,105.84","19,730,700",-0.36,"13,250","10,211,879",2.32
1261,2009-06-16,"1,106.06","20,238,900",0.02,"13,250","10,882,429",0.0
1262,2009-06-17,"1,111.43","20,290,400",0.49,"13,700","12,958,253",3.4
1263,2009-06-18,"1,091.82","19,975,200",-1.76,"13,100","11,531,912",-4.38
1264,2009-06-19,"1,105.35","16,460,000",1.24,"13,250","7,774,458",1.15
1265,2009-06-20,,,,,,
1266,2009-06-21,,,,,,
1267,2009-06-22,"1,128.53","20,028,700",2.1,"13,750","11,726,775",3.77
1268,2009-06-23,"1,102.41","21,732,000",-2.31,"13,450","12,055,343",-2.18
1269,2009-06-24,"1,097.28","24,177,400",-0.47,"13,950","16,224,844",3.72
1270,2009-06-25,"1,127.72","22,886,700",2.77,"14,100","14,695,955",1.08
1271,2009-06-26,"1,136.56","19,407,600",0.78,"13,850","10,171,021",-1.77
1272,2009-06-27,,,,,,
1273,2009-06-28,,,,,,
1274,2009-06-29,"1,126.64","14,200,000",-0.87,"13,650","6,420,398",-1.44
1275,2009-06-30,"1,115.02","17,173,700",-1.03,"13,650","8,169,007",0.0
1276,2009-07-01,"1,111.56","12,394,700",-0.31,"13,800","6,348,426",1.1
1277,2009-07-02,"1,122.08","27,965,100",0.95,"14,600","22,129,448",5.8
1278,2009-07-03,"1,134.15","26,455,700",1.08,"14,950","20,828,975",2.4
1279,2009-07-04,,,,,,
1280,2009-07-05,,,,,,
1281,2009-07-06,"1,174.35","26,292,800",3.54,"15,050","12,488,472",0.67
1282,2009-07-07,"1,195.93","28,129,500",1.84,"15,400","16,569,771",2.33
1283,2009-07-08,"1,202.50","20,790,900",0.55,"15,550","10,876,454",0.97
1284,2009-07-09,"1,199.69","18,696,700",-0.23,"15,500","9,450,993",-0.32
1285,2009-07-10,"1,180.60","16,821,300",-1.59,"14,850","8,883,315",-4.19
1286,2009-07-11,,,,,,
1287,2009-07-12,,,,,,
1288,2009-07-13,"1,124.81","17,190,600",-4.73,"14,200","10,369,533",-4.38
1289,2009-07-14,"1,130.91","17,609,900",0.54,"14,750","10,244,227",3.87
1290,2009-07-15,"1,173.18","17,942,200",3.74,"15,500","11,250,294",5.08
1291,2009-07-16,"1,183.63","24,330,200",0.89,"15,650","15,430,088",0.97
1292,2009-07-17,"1,195.86","12,784,600",1.03,"15,600","6,393,433",-0.32
1293,2009-07-18,,,,,,
1294,2009-07-19,,,,,,
1295,2009-07-20,"1,232.93","24,344,000",3.1,"16,700","17,268,677",7.05
1296,2009-07-21,"1,222.36","22,751,900",-0.86,"17,150","15,621,417",2.69
1297,2009-07-22,"1,223.67","17,592,300",0.11,"16,950","10,763,568",-1.17
1298,2009-07-23,"1,221.57","23,957,400",-0.17,"16,400","15,750,443",-3.24
1299,2009-07-24,"1,227.27","21,848,900",0.47,"16,350","12,807,995",-0.3
1300,2009-07-25,,,,,,
1301,2009-07-26,,,,,,
1302,2009-07-27,"1,254.25","44,413,600",2.2,"18,000","31,801,331",10.09
1303,2009-07-28,"1,246.34","19,998,300",-0.63,"17,750","12,783,092",-1.39
1304,2009-07-29,"1,246.95","25,114,700",0.05,"18,200","18,403,320",2.54
1305,2009-07-30,"1,253.34","16,259,400",0.51,"18,150","10,074,365",-0.27
1306,2009-07-31,"1,246.80","21,268,900",-0.52,"17,600","16,374,335",-3.03
1307,2009-08-01,,,,,,
1308,2009-08-02,,,,,,
1309,2009-08-03,"1,246.24","19,249,000",-0.04,"17,700","12,948,203",0.57
1310,2009-08-04,"1,246.17","22,540,400",-0.01,"17,850","15,731,887",0.85
1311,2009-08-05,"1,238.84","16,722,500",-0.59,"17,700","11,745,602",-0.84
1312,2009-08-06,"1,230.26","17,568,500",-0.69,"17,500","12,385,565",-1.13
1313,2009-08-07,"1,241.56","18,958,400",0.92,"18,150","14,589,415",3.71
1314,2009-08-08,,,,,,
1315,2009-08-09,,,,,,
1316,2009-08-10,"1,236.78","13,648,100",-0.38,"18,200","8,571,965",0.28
1317,2009-08-11,"1,253.49","20,632,900",1.35,"18,600","14,053,236",2.2
1318,2009-08-12,"1,285.08","26,967,500",2.52,"18,900","17,813,032",1.61
1319,2009-08-13,"1,318.53","37,115,000",2.6,"18,400","13,231,369",-2.65
1320,2009-08-14,"1,337.44","28,345,600",1.43,"19,150","12,320,924",4.08
1321,2009-08-15,,,,,,
1322,2009-08-16,,,,,,
1323,2009-08-17,"1,304.55","20,311,900",-2.46,"18,800","10,552,949",-1.83
1324,2009-08-18,"1,316.60","26,054,500",0.92,"19,150","12,615,682",1.86
1325,2009-08-19,"1,340.40","32,365,400",1.81,"19,900","17,291,637",3.92
1326,2009-08-20,"1,369.99","27,647,500",2.21,"20,100","11,169,091",1.01
1327,2009-08-21,"1,369.01","29,683,200",-0.07,"19,700","13,583,840",-1.99
1328,2009-08-22,,,,,,
1329,2009-08-23,,,,,,
1330,2009-08-24,"1,419.07","27,024,000",3.66,"20,650","13,385,631",4.82
1331,2009-08-25,"1,421.86","22,738,300",0.2,"20,700","7,741,956",0.24
1332,2009-08-26,"1,422.06","19,583,600",0.01,"20,850","7,857,118",0.72
1333,2009-08-27,"1,400.85","17,654,700",-1.49,"20,850","6,848,697",0.0
1334,2009-08-28,"1,433.30","23,380,100",2.32,"21,350","11,403,053",2.4
1335,2009-08-29,,,,,,
1336,2009-08-30,,,,,,
1337,2009-08-31,"1,438.33","21,106,600",0.35,"21,950","11,911,512",2.81
1338,2009-09-01,"1,474.67","24,997,800",2.53,"22,150","10,233,959",0.91
1339,2009-09-02,"1,480.45","31,242,300",0.39,"22,350","8,342,236",0.9
1340,2009-09-03,"1,465.48","25,168,200",-1.01,"22,050","5,971,982",-1.34
1341,2009-09-04,"1,434.64","33,204,900",-2.1,"20,800","21,346,466",-5.67
1342,2009-09-05,,,,,,
1343,2009-09-06,,,,,,
1344,2009-09-07,"1,458.21","28,155,800",1.64,"20,950","13,067,509",0.72
1345,2009-09-08,"1,474.47","33,767,500",1.12,"20,800","15,253,246",-0.72
1346,2009-09-09,"1,470.56","22,211,900",-0.27,"20,850","10,782,908",0.24
1347,2009-09-10,"1,485.99","20,558,900",1.05,"21,400","8,123,834",2.64
1348,2009-09-11,"1,493.88","16,149,700",0.53,"21,100","6,439,261",-1.4
1349,2009-09-12,,,,,,
1350,2009-09-13,,,,,,
1351,2009-09-14,"1,456.00","25,597,500",-2.54,"20,200","12,036,302",-4.27
1352,2009-09-15,"1,487.44","29,570,300",2.16,"20,650","6,652,241",2.23
1353,2009-09-16,"1,504.47","40,487,800",1.14,"20,700","7,098,391",0.24
1354,2009-09-17,"1,510.59","27,299,600",0.41,"20,850","7,877,347",0.72
1355,2009-09-18,"1,501.83","27,469,200",-0.58,"20,400","8,257,655",-2.16
1356,2009-09-19,,,,,,
1357,2009-09-20,,,,,,
1358,2009-09-21,"1,518.75","24,195,400",1.13,"21,450","11,924,291",5.15
1359,2009-09-22,"1,555.64","22,124,600",2.43,"22,050","11,165,356",2.8
1360,2009-09-23,"1,551.24","40,441,600",-0.28,"20,850","27,899,428",-5.44
1361,2009-09-24,"1,526.80","23,298,200",-1.58,"20,600","9,936,404",-1.2
1362,2009-09-25,"1,508.23","53,023,200",-1.22,"18,950","44,545,104",-8.01
1363,2009-09-26,,,,,,
1364,2009-09-27,,,,,,
1365,2009-09-28,"1,507.46","23,756,800",-0.05,"19,000","13,961,779",0.26
1366,2009-09-29,"1,511.56","22,662,000",0.27,"19,550","11,695,482",2.89
1367,2009-09-30,"1,491.28","17,634,000",-1.34,"19,800","9,964,191",1.28
1368,2009-10-01,"1,463.28","13,288,700",-1.88,"19,650","6,399,002",-0.76
1369,2009-10-02,,,,,,
1370,2009-10-03,,,,,,
1371,2009-10-04,,,,,,
1372,2009-10-05,"1,416.27","16,681,300",-3.21,"18,800","10,541,773",-4.33
1373,2009-10-06,"1,418.37","14,765,200",0.15,"18,700","6,952,108",-0.53
1374,2009-10-07,"1,368.96","17,838,400",-3.48,"18,400","10,549,157",-1.6
1375,2009-10-08,"1,402.12","18,793,300",2.42,"19,300","11,539,515",4.89
1376,2009-10-09,"1,443.94","17,722,300",2.98,"19,650","7,666,152",1.81
1377,2009-10-10,,,,,,
1378,2009-10-11,,,,,,
1379,2009-10-12,"1,470.29","16,945,700",1.82,"20,000","10,681,641",1.78
1380,2009-10-13,"1,486.13","19,612,500",1.08,"20,600","11,563,525",3.0
1381,2009-10-14,"1,513.71","16,225,700",1.86,"20,800","8,521,356",0.97
1382,2009-10-15,"1,501.60","13,962,800",-0.8,"20,550","7,248,024",-1.2
1383,2009-10-16,"1,459.59","17,318,900",-2.8,"19,800","10,304,009",-3.65
1384,2009-10-17,,,,,,
1385,2009-10-18,,,,,,
1386,2009-10-19,"1,473.28","10,773,700",0.94,"19,850","5,842,314",0.25
1387,2009-10-20,"1,472.26","10,045,200",-0.07,"19,850","4,103,030",0.0
1388,2009-10-21,"1,458.55","13,649,800",-0.93,"19,350","6,815,688",-2.52
1389,2009-10-22,"1,432.59","16,022,200",-1.78,"18,800","7,001,346",-2.84
1390,2009-10-23,"1,456.79","18,715,900",1.69,"18,750","11,453,452",-0.27
1391,2009-10-24,,,,,,
1392,2009-10-25,,,,,,
1393,2009-10-26,"1,454.99","17,057,900",-0.12,"18,850","7,810,804",0.53
1394,2009-10-27,"1,454.33","14,821,400",-0.05,"18,300","8,926,917",-2.92
1395,2009-10-28,"1,407.22","16,163,000",-3.24,"17,700","9,606,247",-3.28
1396,2009-10-29,"1,408.20","19,804,300",0.07,"18,400","13,210,887",3.95
1397,2009-10-30,"1,397.18","12,499,200",-0.78,"18,050","6,118,400",-1.9
1398,2009-10-31,,,,,,
1399,2009-11-01,,,,,,
1400,2009-11-02,"1,384.47","11,598,900",-0.91,"18,050","5,556,344",0.0
1401,2009-11-03,"1,387.90","10,992,200",0.25,"18,200","5,564,158",0.83
1402,2009-11-04,"1,417.07","13,127,000",2.1,"19,000","6,220,331",4.4
1403,2009-11-05,"1,387.68","9,551,800",-2.07,"18,350","4,281,928",-3.42
1404,2009-11-06,"1,411.40","15,224,000",1.71,"19,050","6,840,462",3.81
1405,2009-11-07,,,,,,
1406,2009-11-08,,,,,,
1407,2009-11-09,"1,437.51","18,342,700",1.85,"19,800","8,795,257",3.94
1408,2009-11-10,"1,430.52","14,991,000",-0.49,"19,800","8,107,026",0.0
1409,2009-11-11,"1,455.10","13,382,200",1.72,"19,950","5,434,950",0.76
1410,2009-11-12,"1,435.35","30,022,900",-1.36,"19,600","20,341,952",-1.75
1411,2009-11-13,"1,412.78","15,016,500",-1.57,"18,850","9,738,133",-3.83
1412,2009-11-14,,,,,,
1413,2009-11-15,,,,,,
1414,2009-11-16,"1,428.42","13,277,100",1.11,"19,700","7,342,660",4.51
1415,2009-11-17,"1,401.55","27,834,800",-1.88,"18,400","21,564,141",-6.6
1416,2009-11-18,"1,419.92","16,070,600",1.31,"18,750","10,909,042",1.9
1417,2009-11-19,"1,451.40","13,733,500",2.22,"19,250","8,704,459",2.67
1418,2009-11-20,"1,453.76","12,656,700",0.16,"19,150","7,062,182",-0.52
1419,2009-11-21,,,,,,
1420,2009-11-22,,,,,,
1421,2009-11-23,"1,454.03","10,164,500",0.02,"19,050","5,345,950",-0.52
1422,2009-11-24,"1,421.51","12,465,000",-2.24,"18,600","6,664,018",-2.36
1423,2009-11-25,"1,431.38","11,869,100",0.69,"19,000","5,961,105",2.15
1424,2009-11-26,"1,428.65","11,184,000",-0.19,"19,200","6,523,614",1.05
1425,2009-11-27,"1,371.82","13,907,500",-3.98,"18,450","7,704,509",-3.91
1426,2009-11-28,,,,,,
1427,2009-11-29,,,,,,
1428,2009-11-30,"1,398.96","11,532,200",1.98,"18,450","5,175,602",0.0
1429,2009-12-01,"1,405.88","16,200,200",0.49,"18,050","9,699,450",-2.17
1430,2009-12-02,"1,451.28","16,376,400",3.23,"19,200","9,718,479",6.37
1431,2009-12-03,"1,467.11","13,581,600",1.09,"19,450","7,435,401",1.3
1432,2009-12-04,"1,481.80","11,761,800",1.0,"19,700","6,019,982",1.29
1433,2009-12-05,,,,,,
1434,2009-12-06,,,,,,
1435,2009-12-07,"1,489.64","17,906,800",0.53,"20,050","10,036,856",1.78
1436,2009-12-08,"1,479.21","13,087,600",-0.7,"20,100","5,629,685",0.25
1437,2009-12-09,"1,489.92","16,471,200",0.72,"20,550","8,324,221",2.24
1438,2009-12-10,"1,509.03","17,166,700",1.28,"20,850","9,747,117",1.46
1439,2009-12-11,"1,512.15","11,615,600",0.21,"20,900","5,514,248",0.24
1440,2009-12-12,,,,,,
1441,2009-12-13,,,,,,
1442,2009-12-14,"1,501.31","12,974,200",-0.72,"20,700","5,589,407",-0.96
1443,2009-12-15,"1,489.48","13,059,600",-0.79,"20,950","4,268,920",1.21
1444,2009-12-16,"1,504.72","16,682,900",1.02,"21,050","6,283,206",0.48
1445,2009-12-17,"1,495.79","16,043,300",-0.59,"21,100","6,284,160",0.24
1446,2009-12-18,"1,518.58","14,356,800",1.52,"21,650","6,098,604",2.61
1447,2009-12-19,,,,,,
1448,2009-12-20,,,,,,
1449,2009-12-21,"1,536.08","16,731,400",1.15,"22,050","6,643,108",1.85
1450,2009-12-22,"1,525.87","14,621,300",-0.66,"21,900","5,000,002",-0.68
1451,2009-12-23,"1,526.55","10,670,600",0.04,"22,000","4,006,561",0.46
1452,2009-12-24,"1,542.22","12,367,400",1.03,"22,300","5,460,997",1.36
1453,2009-12-25,,,,,,
1454,2009-12-26,,,,,,
1455,2009-12-27,,,,,,
1456,2009-12-28,"1,530.90","10,698,700",-0.73,"22,200","4,791,593",-0.45
1457,2009-12-29,"1,531.65","6,353,600",0.05,"22,200","2,136,873",0.0
1458,2009-12-30,"1,563.97","12,214,100",2.11,"23,150","7,868,021",4.28
1459,2009-12-31,,,,,,
1460,2010-01-01,,,,,,
1461,2010-01-02,,,,,,
1462,2010-01-03,,,,,,
1463,2010-01-04,"1,601.89","14,809,100",2.42,"24,100","7,346,425",4.1
1464,2010-01-05,"1,596.37","27,341,400",-0.34,"23,350","12,118,281",-3.11
1465,2010-01-06,"1,625.14","17,106,100",1.8,"24,550","7,731,186",5.14
1466,2010-01-07,"1,591.15","25,072,600",-2.09,"24,400","11,084,814",-0.61
1467,2010-01-08,"1,594.91","19,644,200",0.24,"24,650","9,695,685",1.02
1468,2010-01-09,,,,,,
1469,2010-01-10,,,,,,
1470,2010-01-11,"1,567.86","18,815,000",-1.7,"24,000","6,750,517",-2.64
1471,2010-01-12,"1,568.91","12,470,300",0.07,"24,050","4,616,931",0.21
1472,2010-01-13,"1,573.07","11,546,400",0.27,"24,050","5,009,003",0.0
1473,2010-01-14,"1,606.94","20,923,500",2.15,"25,450","11,505,860",5.82
1474,2010-01-15,"1,609.84","22,080,100",0.18,"26,100","11,798,734",2.55
1475,2010-01-16,,,,,,
1476,2010-01-17,,,,,,
1477,2010-01-18,"1,606.95","18,244,100",-0.18,"25,900","6,947,223",-0.77
1478,2010-01-19,"1,577.51","20,647,100",-1.83,"25,600","6,095,082",-1.16
1479,2010-01-20,"1,567.68","17,032,300",-0.62,"25,400","5,997,062",-0.78
1480,2010-01-21,"1,603.95","17,122,300",2.31,"25,950","8,321,162",2.17
1481,2010-01-22,"1,594.35","19,882,800",-0.6,"26,100","10,560,982",0.58
1482,2010-01-23,,,,,,
1483,2010-01-24,,,,,,
1484,2010-01-25,"1,582.96","15,161,000",-0.71,"26,050","7,098,150",-0.19
1485,2010-01-26,"1,517.70","26,690,200",-4.12,"23,600","18,901,657",-9.4
1486,2010-01-27,"1,487.43","26,258,800",-1.99,"23,250","20,559,203",-1.48
1487,2010-01-28,"1,501.94","16,125,500",0.98,"23,600","10,080,020",1.51
1488,2010-01-29,"1,452.26","18,097,600",-3.31,"22,750","10,273,997",-3.6
1489,2010-01-30,,,,,,
1490,2010-01-31,,,,,,
1491,2010-02-01,"1,445.10","20,477,500",-0.49,"23,100","14,926,334",1.54
1492,2010-02-02,"1,417.15","18,283,700",-1.93,"22,000","11,667,143",-4.76
1493,2010-02-03,"1,420.54","21,624,000",0.24,"21,300","14,618,448",-3.18
1494,2010-02-04,"1,419.11","23,511,600",-0.1,"21,750","9,855,737",2.11
1495,2010-02-05,"1,366.74","16,145,600",-3.69,"21,300","7,305,491",-2.07
1496,2010-02-06,,,,,,
1497,2010-02-07,,,,,,
1498,2010-02-08,"1,363.37","12,061,500",-0.25,"21,700","5,663,174",1.88
1499,2010-02-09,"1,402.46","14,164,300",2.87,"22,650","7,285,894",4.38
1500,2010-02-10,"1,387.00","11,929,300",-1.1,"22,700","6,809,098",0.22
1501,2010-02-11,"1,392.59","15,950,100",0.4,"21,950","11,508,085",-3.3
1502,2010-02-12,"1,387.33","11,318,600",-0.38,"21,600","7,584,876",-1.59
1503,2010-02-13,,,,,,
1504,2010-02-14,,,,,,
1505,2010-02-15,,,,,,
1506,2010-02-16,"1,393.16","11,296,000",0.42,"21,300","5,951,014",-1.39
1507,2010-02-17,"1,433.30","14,787,400",2.88,"22,350","7,825,290",4.93
1508,2010-02-18,"1,430.15","9,765,200",-0.22,"22,150","3,744,025",-0.89
1509,2010-02-19,"1,397.20","12,479,300",-2.3,"21,400","5,772,700",-3.39
1510,2010-02-20,,,,,,
1511,2010-02-21,,,,,,
1512,2010-02-22,"1,431.29","10,312,200",2.44,"22,150","5,334,169",3.5
1513,2010-02-23,"1,431.13","10,820,400",-0.01,"22,650","6,352,083",2.26
1514,2010-02-24,"1,420.32","10,064,400",-0.76,"22,200","6,219,693",-1.99
1515,2010-02-25,"1,400.15","11,441,000",-1.42,"21,700","5,013,379",-2.25
1516,2010-02-26,"1,394.30","14,528,000",-0.42,"21,000","9,627,909",-3.23
1517,2010-02-27,,,,,,
1518,2010-02-28,,,,,,
1519,2010-03-01,,,,,,
1520,2010-03-02,"1,417.72","10,059,200",1.68,"21,450","5,342,772",2.14
1521,2010-03-03,"1,446.95","10,854,300",2.06,"21,850","5,830,081",1.86
1522,2010-03-04,"1,448.41","10,920,400",0.1,"22,200","5,393,075",1.6
1523,2010-03-05,"1,464.83","10,194,400",1.13,"22,500","4,380,159",1.35
1524,2010-03-06,,,,,,
1525,2010-03-07,,,,,,
1526,2010-03-08,"1,486.89","13,075,100",1.51,"22,350","6,137,729",-0.67
1527,2010-03-09,"1,475.76","12,513,500",-0.75,"21,850","5,881,404",-2.24
1528,2010-03-10,"1,491.57","13,685,400",1.07,"22,550","6,443,315",3.2
1529,2010-03-11,"1,490.16","17,715,700",-0.09,"23,150","10,673,528",2.66
1530,2010-03-12,"1,493.06","9,414,900",0.19,"23,250","3,048,202",0.43
1531,2010-03-13,,,,,,
1532,2010-03-14,,,,,,
1533,2010-03-15,"1,488.30","11,768,400",-0.32,"23,500","5,574,407",1.08
1534,2010-03-16,"1,495.32","57,233,000",0.47,"23,600","51,719,403",0.43
1535,2010-03-17,"1,534.88","14,531,800",2.65,"24,150","7,589,609",2.33
1536,2010-03-18,"1,535.37","11,669,200",0.03,"23,950","5,576,105",-0.83
1537,2010-03-19,"1,546.74","12,389,400",0.74,"24,350","5,746,615",1.67
1538,2010-03-20,,,,,,
1539,2010-03-21,,,,,,
1540,2010-03-22,"1,558.73","11,654,800",0.78,"24,700","5,270,773",1.44
1541,2010-03-23,"1,573.14","11,102,400",0.92,"24,950","4,994,007",1.01
1542,2010-03-24,"1,583.48","13,897,100",0.66,"25,200","6,668,569",1.0
1543,2010-03-25,"1,592.03","15,412,500",0.54,"25,250","4,660,575",0.2
1544,2010-03-26,"1,594.28","10,894,100",0.14,"25,200","3,420,724",-0.2
1545,2010-03-27,,,,,,
1546,2010-03-28,,,,,,
1547,2010-03-29,"1,592.26","14,744,300",-0.13,"25,900","6,923,592",2.78
1548,2010-03-30,"1,606.00","13,273,200",0.86,"26,400","8,121,899",1.93
1549,2010-03-31,"1,609.38","15,695,700",0.21,"26,700","7,730,622",1.14
1550,2010-04-01,"1,668.96","19,537,800",3.7,"28,300","11,909,995",5.99
1551,2010-04-02,"1,679.05","21,837,800",0.6,"28,150","12,390,690",-0.53
1552,2010-04-03,,,,,,
1553,2010-04-04,,,,,,
1554,2010-04-05,"1,699.98","17,485,000",1.25,"29,100","8,512,243",3.37
1555,2010-04-06,"1,696.95","20,737,700",-0.18,"28,350","11,484,726",-2.58
1556,2010-04-07,"1,675.53","25,993,500",-1.26,"27,350","16,311,161",-3.53
1557,2010-04-08,"1,703.52","17,977,800",1.67,"28,150","10,036,161",2.93
1558,2010-04-09,"1,693.93","16,387,300",-0.56,"28,000","7,184,815",-0.53
1559,2010-04-10,,,,,,
